,NOME_PRODUTO,PRINCIPIO_ATIVO,CLASSE_TERAPEUTICA,CATEGORIA_REGULATORIA
230,Alfaepoetina,ALFAEPOETINA +  ERITROPOETINA HUMANA RECOMBINANTE,OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE,BIOLÓGICO
231,Alfaestradiol,ALFAESTRADIOL,ANTIALOPECIA,GENÉRICO
232,Alfainterferona 2B (Recombinante),ALFAINTERFERONA 2B,IMUNOMODULADOR,NOVO
233,Alfainterferona 2B,ALFAINTERFERONA 2B,OUTROS PRODUTOS COM ACAO IMUNOPROTETORA,BIOLÓGICO
234,Alfast,CLORIDRATO DE ALFENTANILA MONOIDRATADA,ANALGESICOS NARCOTICOS,SIMILAR
235,Alfron,ALPRAZOLAM,ANSIOLITICOS SIMPLES,SIMILAR
236,Algestona Acetofenida + Enantato De Estradiol,ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL,ANTICONCEPCIONAIS,GENÉRICO
237,Algestona Acetofenida + Enantato De Estradiol,ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL,ANTICONCEPCIONAIS,GENÉRICO
238,Algexin Composto,BUTIL BROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS,SIMILAR
239,Algicod,FOSFATO DE CODEÍNA +  PARACETAMOL,ANALGESICOS NARCOTICOS,SIMILAR
240,Algie,CETOPROFENO,ANTIINFLAMATÓRIOS E ANTIREUMÁTICOS,SIMILAR
241,Algilive,LISINATO DE CETOPROFENO,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
242,Algoyect,CETOPROFENO,ANTINFLAMATORIOS,SIMILAR
243,Algy-Flanderil,IBUPROFENO,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
244,Alicura,CAFEÍNA +  ÁCIDO ACETILSALICÍLICO,ANALGESICOS NAO NARCOTICOS,SIMILAR
245,Alimax,HEPARINA SÓDICA SUÍNA,ANTICOAGULANTES + ANTINFLAMATORIOS,BIOLÓGICO
246,Alimta,PEMETREXEDE,ANTINEOPLASICO,NOVO
247,Alivbaby,NISTATINA +  ÓXIDO DE ZINCO,ANTIMICOTICOS PARA USO TOPICO,SIMILAR
248,Alivdip,DIPIRONA,ANALGESICOS NAO NARCOTICOS,SIMILAR
249,Alivdip,DIPIRONA,ANALGESICOS NAO NARCOTICOS,SIMILAR
250,Aliviol,CÂNFORA +  MENTOL +  SALICILATO DE METILA,RUBEFACIENTES,ESPECÍFICO
251,Alivium,IBUPROFENO,ANALGESICOS NAO NARCOTICOS,NOVO
252,Alivium,IBUPROFENO,ANALGESICOS NAO NARCOTICOS,SIMILAR
253,Alivpress,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
254,Alkeran,MELFALANA,ANTINEOPLASICOS CITOTOXICOS,NOVO
255,Allegra,CLORIDRATO DE FEXOFENADINA,ANTI-HISTAMINICOS SISTEMICOS,NOVO
256,Allegra D,CLORIDRATO DE FEXOFENADINA +  CLORIDRATO DE PSEUDOEFEDRINA,DESCONGESTIONANTES NASAIS SISTEMICOS,NOVO
257,Allenasal,ACETONIDA DE TRIANCINOLONA,GLICOCORTICOIDES SISTEMICOS,SIMILAR
258,Allep,BILASTINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
259,Allep Pediátrico,BILASTINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
260,Allestra,ETINILESTRADIOL +  GESTODENO,ANTICONCEPCIONAIS,SIMILAR
261,Allexofedrin,CLORIDRATO DE FEXOFENADINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
262,Allexofedrin D,CLORIDRATO DE FEXOFENADINA +  CLORIDRATO DE PSEUDOEFEDRINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
263,Allexofedrin Pediátrico,CLORIDRATO DE FEXOFENADINA,ANTI-HISTAMÍNICOS PARA USO SISTÊMICO,GENÉRICO
264,Allovita,MINOXIDIL,ANTIALOPECIA,SIMILAR
265,Alluny,DIENOGESTE,PROGESTAGENOS SIMPLES,SIMILAR
266,Allurene,DIENOGESTE,PROGESTAGENOS SIMPLES,NOVO
267,Aloff,DESLORATADINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
268,Aloff Xpe,DESLORATADINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
269,Alois,CLORIDRATO DE MEMANTINA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,SIMILAR
270,Alois,CLORIDRATO DE MEMANTINA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,NOVO
271,Alois Duo,CLORIDRATO DE DONEPEZILA +  CLORIDRATO DE DONEPEZILA MONOIDRATADO +  CLORIDRATO DE MEMANTINA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,SIMILAR
272,Alond,PREGABALINA,ANTICONVULSIVANTES,SIMILAR
273,Alopurinol,ALOPURINOL,ANTIGOTOSOS,GENÉRICO
274,Alopurinol,ALOPURINOL,ANTIGOTOSOS,GENÉRICO
275,Aloxidil,MINOXIDIL,ANTIALOPECIA,SIMILAR
276,Alozex,ALFAESTRADIOL,ANTIALOPECIA,SIMILAR
277,Alpes,CLORIDRATO DE BUPROPIONA,ANTIDEPRESSIVOS,SIMILAR
278,Alpes Xl,CLORIDRATO DE BUPROPIONA,ANTIDEPRESSIVOS,SIMILAR
279,Alphabrin,TARTARATO DE BRIMONIDINA,ANTIGLAUCOMATOSOS,SIMILAR
280,Alphacaine,CLORIDRATO DE LIDOCAINA +  EPINEFRINA,ANESTESICOS LOCAIS,SIMILAR
281,Alphagan,TARTARATO DE BRIMONIDINA,ANTIGLAUCOMATOSOS,NOVO
282,Alphaliv,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES,FITOTERÁPICO
283,Alphanate,FATOR VIII DE COAGULAÇÃO +  FATOR DE VON WILLEBRAND,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,BIOLÓGICO
284,Alphanine,FATOR IX DE COAGULAÇÃO,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,BIOLÓGICO
285,Alphanine Sd,,OUTROS DERIVADOS DO SANGUE E SUBSTITUTOS,SIMILAR
286,Alprazolam,ALPRAZOLAM,ANSIOLITICOS SIMPLES,GENÉRICO
287,Alprazolam,ALPRAZOLAM,ANSIOLITICOS SIMPLES,GENÉRICO
288,Alprazolam,ALPRAZOLAM,ANSIOLITICOS SIMPLES,GENÉRICO
289,Alprazolam,ALPRAZOLAM,ANSIOLITICOS SIMPLES,GENÉRICO
290,Alproxy,ALPROSTADIL,VASODILATADORES,NOVO
291,Altad,COLECALCIFEROL,VITAMINAS,ESPECÍFICO
292,Altad Caps,COLECALCIFEROL,VITAMINA D E ANÁLOGOS,ESPECÍFICO
293,Altiva,CLORIDRATO DE FEXOFENADINA,ANTI-HISTAMINICOS SISTEMICOS,SIMILAR
294,Altryxen,DECITABINA,ANTINEOPLASICOS CITOTOXICOS,SIMILAR
295,Altven,CLORIDRATO DE VENLAFAXINA,ANTIDEPRESSIVOS,SIMILAR
296,Alurax,DIENOGESTE,PROGESTAGENOS SIMPLES,SIMILAR
297,Alz,CLORIDRATO DE MEMANTINA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,SIMILAR
298,Alzynamin,BROMIDRATO DE GALANTAMINA,OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO,SIMILAR
299,Amaglyn,GLIMEPIRIDA,ANTIDIABETICOS,SIMILAR
300,Amalfi,ISOTRETINOÍNA,PRODUTOS ANTI-ACNE,GENÉRICO
301,Amaryl,GLIMEPIRIDA,ANTIDIABETICOS,NOVO
302,Amato,TOPIRAMATO,ANTICONVULSIVANTES,SIMILAR
303,Ambisome,ANFOTERICINA B,ANTI-FUNGICOS,SIMILAR
304,Ambroflux,CLORIDRATO DE AMBROXOL,EXPECTORANTES BALSAMICOS E MUCOLITICO,
305,Ambrol,CLORIDRATO DE AMBROXOL,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
306,Ambroxmel,CLORIDRATO DE AMBROXOL,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
307,Ameniflac,PARACETAMOL,ANALGESICOS,NOVO
308,Amgevita,ADALIMUMABE,ANTINFLAMATORIOS ANTIREUMATICOS,BIOLÓGICO
309,Amicored,CIANOCOBALAMINA,VITAMINAS E SUPLEMENTOS MINERAIS,ESPECÍFICO
310,Aminofilina,AMINOFILINA,BRONCODILATADORES,GENÉRICO
311,Aminofilina,AMINOFILINA,BRONCODILATADORES,GENÉRICO
312,Aminofilina,AMINOFILINA,BRONCODILATADORES,GENÉRICO
313,Aminofilina,AMINOFILINA,BRONCODILATADORES,GENÉRICO
314,Aminofilina,AMINOFILINA,BRONCODILATADORES,GENÉRICO
315,Aminosteril N-Hepa 8%,ACETATO DE LISINA +  ACETILCISTEÍNA +  ALANINA +  ARGININA +  FENILALAMINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TREONINA +  TRIPTOFANO +  METIONINA (11 C),NUTRIENTES PARENTERAIS,ESPECÍFICO
316,Aminoven,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  L-ALANINA +  L-FENILALANINA +  L-HISTIDINA +  L-ISOLEUCINA +  L-LEUCINA +  L-METIONINA +  L-PROLINA +  L-SERINA +  L-TREONINA +  L-TRIPTOFANO +  LEUCINA +  LEVOVALINA +  PROLINA +  SERINA +  TAURINA +  TIROSINA +  TREONINA +  TRIPTOFANO,NUTRIENTES PARENTERAIS,ESPECÍFICO
317,Amiobal,CLORIDRATO DE AMIODARONA,ANTIARRITMICOS,SIMILAR
318,Amioron,CLORIDRATO DE AMIODARONA,ANTIARRITMICOS,SIMILAR
319,Amitiza,LUBIPROSTONA,OUTROS LAXANTES,NOVO
320,Amixal,ACETATO DE LISINA +  ALANINA +  ARGININA +  FENILALANINA +  GLICINA +  HISTIDINA +  ISOLEUCINA +  LEUCINA +  LISINA +  PROLINA +  SERINA +  TIROSINA +  TREONINA +  TRIPTOFANO +  VALINA +  LEVOMETIONINA +  METIONINA (11 C) +  ÁCIDO ASPÁRTICO +  ÁCIDO GLUTÂMICO,NUTRIENTES PARENTERAIS,ESPECÍFICO
321,Amlodil,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS,SIMILAR
322,Amlotess,BESILATO DE AMLODIPINA,ANTI-HIPERTENSIVOS SIMPLES,
323,Amlovasc,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS,SIMILAR
324,Ammy,DROSPIRENONA,ANTICONCEPCIONAIS,SIMILAR
325,Amome,FUROATO DE MOMETASONA MONOIDRATADO,PRODUTOS PARA TERAPIA NASAL DE ACAO ESPECIFICA,SIMILAR
326,Amora,ACETATO DE CLORMADINONA +  ETINILESTRADIOL,ANTICONCEPCIONAIS,SIMILAR
327,Amox-Ems,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,SIMILAR
328,Amox-Ems,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,SIMILAR
329,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
330,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
331,Amoxicilina,AMOXICILINA TRIHIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
332,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
333,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
334,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
335,Amoxicilina,AMOXICILINA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
336,Amoxicilina,AMOXICILINA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
337,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
338,Amoxicilina,AMOXICILINA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
339,Amoxicilina,AMOXICILINA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
340,Amoxicilina,AMOXICILINA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
341,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
342,Amoxicilina,AMOXICILINA TRI-HIDRATADA,ANTIBIOTICOS SISTEMICOS SIMPLES,GENÉRICO
343,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
344,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
345,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
346,Amoxicilina,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
347,Amoxicilina + Clavulanato De Potassio,AMOXICILINA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
348,Amoxicilina + Clavulanato De Potassio,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
349,Amoxicilina + Clavulanato De Potássio,AMOXICILINA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
350,Amoxicilina + Clavulanato De Potássio,AMOXICILINA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
351,Amoxicilina + Clavulanato De Potássio,AMOXICILINA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
352,Amoxicilina + Clavulanato De Potássio,AMOXICILINA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
353,Amoxicilina Tri-Hidratada,AMOXICILINA TRIHIDRATADA,ANTIBIOTICOS SISTEMICOS SIMPLES,GENÉRICO
354,Amoxicilina Trihidratada,AMOXICILINA TRIHIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
355,Amoxicilina Triidratada,AMOXICILINA TRI-HIDRATADA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
356,Amoxicilina+Clavulanato De Potassio,AMOXICILINA TRI-HIDRATADA +  CLAVULANATO DE POTÁSSIO,ANTIBIOTICOS SISTEM -ASSOC  MEDIC  ENTRE ANTINFEC,GENÉRICO
357,Amoxil,AMOXICILINA TRIHIDRATADA,PENICILINA DE AMPLO ESPECTRO,NOVO
358,Amoximed,AMOXICILINA TRIHIDRATADA,PENICILINA DE AMPLO ESPECTRO,SIMILAR
359,Ampicilab,AMPICILINA +  AMPICILINA ANIDRA,PENICILINA DE AMPLO ESPECTRO,SIMILAR
360,Ampicilina,AMPICILINA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
361,Ampicilina,AMPICILINA +  AMPICILINA ANIDRA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
362,Ampicilina Benzatina+Ampicilin,,PENICILINA DE AMPLO ESPECTRO,SIMILAR
363,Ampicilina Sódica,AMPICILINA SÓDICA,PENICILINA DE AMPLO ESPECTRO,GENÉRICO
364,Ampicilina Sódica + Sulbactam Sódica,AMPICILINA SÓDICA +  SULBACTAM SÓDICO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
365,Ampicilina Sódica + Sulbactam Sódico,AMPICILINA SÓDICA +  SULBACTAM SÓDICO,ANTIBIOTICOS SISTEMICOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
366,Amplacilina,AMPICILINA ANIDRA,PENICILINA DE AMPLO ESPECTRO,SIMILAR
367,Amplatil,AMPICILINA SÓDICA,ANTINFECCIOSOS,SIMILAR
368,Amplictil,CLORIDRATO DE CLORPROMAZINA,NEUROLEPTICOS,NOVO
369,Amplium G,NITRATO DE MICONAZOL +  TINIDAZOL,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,SIMILAR
370,Amplospec,CEFTRIAXONA,CEFALOSPORINAS,SIMILAR
371,Amprax,CLORIDRATO DE PROPRANOLOL,ANTI-HIPERTENSIVOS,SIMILAR
372,Amytril,CLORIDRATO DE AMITRIPTILINA,ANTIDEPRESSIVOS,SIMILAR
373,Amytril,CLORIDRATO DE AMITRIPTILINA,ANTIDEPRESSIVOS,NOVO
374,Ana - Flex,CAFEÍNA ANIDRA +  CITRATO DE ORFENADRINA +  DIPIRONA,RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
375,Anador,DIPIRONA MONOIDRATADA,ANALGESICOS NAO NARCOTICOS,SIMILAR
376,Anafranil,CLORIDRATO DE CLOMIPRAMINA,ANTIDEPRESSIVOS,NOVO
377,Anangor,CLORIDRATO DE TRAMADOL,ANALGESICOS NARCOTICOS,SIMILAR
378,Anastrol,ANASTROZOL,ANTINEOPLASICO,SIMILAR
379,Anastrolibbs,ANASTROZOL,ANTINEOPLASICO,SIMILAR
380,Anastrozol,ANASTROZOL,ANTINEOPLASICO,GENÉRICO
381,Anastrozol,ANASTROZOL,ANTINEOPLASICO,GENÉRICO
382,Ancloric,CLORIDRATO DE AMILORIDA +  HIDROCLOROTIAZIDA,ASSOCIACAO DE FARMACOS COM ACAO DIURETICA,SIMILAR
383,Ancoron,CLORIDRATO DE AMIODARONA,ANTIARRITMICOS,NOVO
384,Ancoron,CLORIDRATO DE AMIODARONA,ANTIARRITMICOS,SIMILAR
385,Andantol,CLORIDRATO DE ISOTIPENDIL,ANTIALERGICOS,SIMILAR
386,Andes,SUCCINATO DE DESVENLAFAXINA MONOIDRATADO,ANTIDEPRESSIVOS,SIMILAR
387,Andhora,CLORIDRATO DE TRAZODONA,ANTIDEPRESSIVOS + OUTROS ANTIDEPRESSIVOS,SIMILAR
388,Andolba,BENZOCAÍNA +  MENTOL +  TRICLOSANA,ANESTESICOS LOCAIS,NOVO
389,Andriodermol,HEXILRESORCINOL +  PROPIONATO DE SÓDIO +  UNDECILENATO DE SÓDIO +  ÁCIDO PROPIÔNICO +  ÁCIDO UNDECILÊNICO,ANTIMICOTICOS PARA USO TOPICO,SIMILAR
390,Androcortil,SUCCINATO SÓDICO DE HIDROCORTISONA,GLICOCORTICOIDES SISTEMICOS,SIMILAR
391,Androcur,ACETATO DE CIPROTERONA,PROGESTAGENOS SIMPLES,NOVO
392,Androfloxin,NORFLOXACINO,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
393,Androgel,TESTOSTERONA,HORMONIOS SEXUAIS EXCLUSIVE OCITOCICOS,NOVO
394,Androsten,TRIBULUS TERRESTRIS L.,ANDROGENOS SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
395,Andrum,CLORIDRATO DE DORZOLAMIDA,ANTIGLAUCOMATOSOS,SIMILAR
396,Anemifer,SULFATO FERROSO +  SULFATO FERROSO HEPTAIDRATADO,ANTIANEMICOS SIMPLES,ESPECÍFICO
397,Anesevo,SEVOFLURANO,ANESTESICOS GERAIS VOLATEIS E GASOSOS,SIMILAR
398,Anesfent,CITRATO DE FENTANILA,ANALGESICOS NARCOTICOS,SIMILAR
399,Anestalcon,CLORIDRATO DE PROXIMETACAÍNA,ANESTESICOS LOCAIS,SIMILAR
400,Anestésico Oculum,CLORIDRATO DE FENILEFRINA +  CLORIDRATO DE TETRACAÍNA,ANESTESICOS LOCAIS,NOVO
401,Anesyn,CLORIDRATO DE ROPIVACAÍNA,ANESTESICOS LOCAIS,SIMILAR
402,Anforicin B,ANFOTERICINA B,ANTIBIOTICOS SISTEMICOS SIMPLES,SIMILAR
403,Anfugine,NITRATO DE MICONAZOL +  TINIDAZOL,PRODS  GINECOLOGICOS ANTINFECC  TOPICOS ASSOC  MEDICAMENTOSAS,SIMILAR
404,Anfugitarin,NITRATO DE MICONAZOL,ANTIMICOTICOS PARA USO TOPICO,SIMILAR
405,Angeliq,DROSPIRENONA +  ESTRADIOL HEMI-HIDRATADO,ESTROGENOS ASSOCS  A OUTROS FARMACOS EXCLUSIVE ANDROGENOS,NOVO
406,Angino Rub,CLORIDRATO DE BENZIDAMINA,PRODUTOS PARA OROFARINGE,SIMILAR
407,Angiopril,MALEATO DE ENALAPRIL,ANTI-HIPERTENSIVOS,SIMILAR
408,Angiotensil Hct,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,SIMILAR
409,Angipress,ATENOLOL,BETABLOQUEADORES SIMPLES,SIMILAR
410,Angipress Cd,ATENOLOL +  CLORTALIDONA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
411,Anidulafungina,ANIDULAFUNGINA,ANTI-FUNGICOS,GENÉRICO
412,Anlo,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
413,Anlusbed,BESILATO DE ANLODIPINO,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
414,Annita,NITAZOXANIDA,ANTIPARASITARIOS,NOVO
415,Anoro Ellipta,BROMETO DE UMECLIDÍNIO +  TRIFENATATO DE VILANTEROL,BRONCODILATADORES,NOVO
416,Ansentron,CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO,ANTIEMETICOS E ANTINAUSEANTES,SIMILAR
417,Ansiodoron,AVENA SATIVA L. +  PASSIFLORA ALATA CURTIS +  VALERIANA OFFICINALIS L.,MEDICAMENTOS DINAMIZADOS COMPOSTOS,DINAMIZADO
418,Ansiolex,BROMAZEPAM,ANSIOLITICOS SIMPLES,SIMILAR
419,Ansirax,LORAZEPAM,ANSIOLITICOS SIMPLES,SIMILAR
420,Ansitec,CLORIDRATO DE BUSPIRONA,ANSIOLITICOS SIMPLES,SIMILAR
421,Antara,LEVETIRACETAM,ANTICONVULSIVANTES,SIMILAR
422,Antibrex,TOBRAMICINA,ANTINFECCIOSOS TOPICOS PARA USO OFTALMICO,SIMILAR
423,Antidin,CLORIDRATO DE RANITIDINA,ANTIULCEROSOS,SIMILAR
424,Antimais Séptico,CLORETO DE BENZETÔNIO +  CLORIDRATO DE LIDOCAÍNA MONOIDRATADA ,ANTISSEPTICO,SIMILAR
425,Antitrombina Humana,,FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA,SIMILAR
426,Antrofi,PROMESTRIENO,ESTROGENOS SIMPLES,SIMILAR
427,Antux,LEVODROPROPIZINA,ANTITUSSIGENOS SIMPLES,SIMILAR
428,Anulov,LEVONORGESTREL,ANTICONCEPCIONAIS,SIMILAR
429,Aortt,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
430,Apaxy,PASSIFLORA INCARNATA L.,FITOTERAPICO SIMPLES,FITOTERÁPICO
431,Apecibine,CAPECITABINA,ANTINEOPLASICOS CITOTOXICOS,SIMILAR
432,Apetivan Bc,CLORIDRATO DE CIPROEPTADINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  VITAMINA B2 +  VITAMINA B6 +  VITAMINA C,ESTIMULANTES DO APETITE,SIMILAR
433,Apetiviton Bc,CLORIDRATO DE CIPROEPTADINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  RIBOFLAVINA-5-FOSFATO DE SÓDIO +  ÁCIDO ASCÓRBICO,ESTIMULANTES DO APETITE,SIMILAR
434,Apevitin Bc,CLORIDRATO DE CIPROEPTADINA +  CLORIDRATO DE PIRIDOXINA +  CLORIDRATO DE TIAMINA +  NICOTINAMIDA +  RIBOFLAVINA-5-FOSFATO DE SÓDIO +  ÁCIDO ASCÓRBICO,ESTIMULANTES DO APETITE,NOVO
435,Apidra,INSULINA GLULISINA,ANTIDIABETICOS,BIOLÓGICO
436,Apiguaco,MIKANIA GLOMERATA SPRENG.,EXPECTORANTES + FITOTERAPICO SIMPLES,FITOTERÁPICO
437,Apixord,APIXABANA,ANTITROMBOTICO,SIMILAR
438,Aplause,ACTAEA RACEMOSA L.,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,FITOTERÁPICO
439,Apracur,DIPIRONA +  MALEATO DE CLORFENIRAMINA +  ÁCIDO ASCÓRBICO,ANALGESICOS,NOVO
440,Apracur Duo,CAFEÍNA +  MALEATO DE CLORFENIRAMINA +  DIPIRONA MONOIDRATADA,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE,SIMILAR
441,Apraz,ALPRAZOLAM,ANSIOLITICOS SIMPLES,SIMILAR
442,Apresolina,CLORIDRATO DE HIDRALAZINA,ANTI-HIPERTENSIVOS SIMPLES,NOVO
443,Aprovel,IRBESARTANA,ANTI-HIPERTENSIVOS SIMPLES,NOVO
444,Aprozide,HIDROCLOROTIAZIDA +  IRBESARTANA,ANTI-HIPERTENSIVOS,NOVO
445,Araceli,DESOGESTREL,ANTICONCEPCIONAIS,SIMILAR
446,Aracor,VALSARTANA,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
447,Aracor Anlo,BESILATO DE ANLODIPINO +  VALSARTANA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
448,Aracor Hct,HIDROCLOROTIAZIDA +  VALSARTANA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,GENÉRICO
449,Aradois,LOSARTAN POTÁSSICO +  LOSARTANA POTÁSSICA,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
450,Aradois H,HIDROCLOROTIAZIDA +  LOSARTANA POTÁSSICA,ANTI-HIPERTENSIVOS,SIMILAR
451,Aramin,HEMITARTARATO DE METARAMINOL,HIPERTENSOR,SIMILAR
452,Aranesp,ALFADARBEPOETINA,ANTIANEMICOS,BIOLÓGICO
453,Arartan,LOSARTANA POTÁSSICA,ANTI-HIPERTENSIVOS,SIMILAR
454,Arasid,TOPIRAMATO,ANTICONVULSIVANTES,SIMILAR
455,Arava,LEFLUNOMIDA,ANTINFLAMATORIOS ANTIREUMATICOS,NOVO
456,Arazabi,ANASTROZOL,ANTINEOPLASICO,GENÉRICO
457,Arcalion,SULBUTIAMINA,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,SIMILAR
458,Arcoxia,ETORICOXIBE,ANTINFLAMATORIOS ANTIREUMATICOS,NOVO
459,Ardecto,CLORIDRATO DE SAXAGLIPTINA DI-HIDRATADA +  PROPILENOGLICOLATO DE DAPAGLIFLOZINA MONOIDRATADO,ANTIDIABETICOS,SIMILAR
460,Ardire Xr,CLORIDRATO DE VENLAFAXINA,ANTIDEPRESSIVOS,SIMILAR
461,Areblaz,ATENOLOL,BETABLOQUEADORES SIMPLES,SIMILAR
462,Aremaz,HEDERA HELIX L.,EXPECTORANTES + FITOTERAPICO SIMPLES,FITOTERÁPICO
463,Arflex Retard,NIMESULIDA,ANTINFLAMATORIOS,NOVO
